236,56,119997,57,,,1
237,56,126850,1,,,1
238,56,159746,1,(archive footage),,1
239,56,277645,58,,11,1
240,56,1280986,1,(archive footage) (uncredited),,1
241,56,1460036,1,,,1
242,57,2480163,59,,21,1
243,58,1847059,,,,1
244,59,1839893,60,,,1
245,59,2161249,61,,35,1
246,59,2318870,62,,9,1
247,59,2373358,63,(as Johnny Starks),18,1
248,59,2470892,64,,10,1
249,60,1754818,,,11,1
250,60,2480152,65,,4,1
251,61,2234872,66,,4,1
252,61,110473,67,,2,1
253,62,1994466,1,,68,1
254,63,1188454,53,,3,1
255,64,413916,1,,,1
256,65,2158999,,,,1
257,66,1778572,51,,,1
258,67,1007963,68,,,1
259,68,1934418,69,(as Monkey),15,1
260,69,2084184,45,(as 'Morità'),18,1
261,70,1650884,1,,,1
262,71,2365753,70,,,1
263,72,312780,1,,,1
264,72,358023,1,(as Mark'Oh),,1
265,73,416861,1,,,1
266,74,1925456,71,,2,1
267,75,2084184,72,,14,1
268,76,2237110,73,,57,1
269,77,2039620,,,,1
270,78,1922641,1,(uncredited),,1
271,79,2318788,74,,,1
272,80,693547,,,,1
273,81,2492015,1,,,1
274,82,2312496,75,,,1
275,83,2359325,76,,,1
276,84,2492015,1,,,1
277,85,1891604,77,(as the 'Stretch' Cox Troupe),20,1
278,86,1742292,1,,3,1
279,86,324234,,,,1
280,86,327297,1,,3,1
281,86,327577,1,,3,1
282,86,327820,1,,3,1
283,86,327982,78,,3,1
284,86,328022,1,(also archive footage),,1
285,86,328393,1,,,1
286,86,1004295,1,,5,1
287,86,1004452,1,,4,1
288,86,1004726,1,,6,1
289,86,1004977,78,,4,1
290,86,1623168,1,,2,1
291,87,582630,79,,5,1
292,88,2521100,80,,2,1
293,89,1809359,81,,,1
294,89,1810706,82,,29,1
295,89,1841776,83,,15,1
296,89,1917454,84,,6,1
297,89,2445789,85,,6,1
298,89,324682,86,,,1
299,89,327185,87,,,1
300,89,1129544,88,,,1
301,90,974711,89,(1993),,1
302,90,982601,90,,,1
303,91,533737,91,,,1
304,91,976657,92,,,1
305,92,2128470,93,(as Drs. Dick 't Hooft),46,1
306,93,217245,1,,1,1
307,93,328494,94,"(segment ""De Jakhalzen"")",,1
308,93,1005272,95,,5,1
309,94,929128,96,(as Maarten t'Hooft),15,1
310,95,929128,96,(as Quinten t'Hooft),14,1
311,96,170288,97,,,1
312,96,583072,,,,1
313,96,883387,98,,11,1
314,96,1137974,99,,23,1
315,97,1994103,100,,1,1
316,98,535571,1,(voice),,1
317,99,324006,101,,14,1
318,100,2458642,102,,21,1
319,101,1787465,103,,,1
320,102,2455898,1,,15,1
321,103,2492015,1,,,1
322,104,1967518,104,,,1
323,105,2133612,14,,,1
324,105,2133613,14,,,1
325,105,659902,14,,,1
326,105,1174900,14,,,1
327,106,2065996,105,,17,1
328,107,2130945,106,,,1
329,108,2196227,,,,1
330,109,2447271,107,(uncredited),,1
331,110,1477226,108,,,1
332,110,1477226,109,,,1
333,111,251773,110,,,1
334,112,2291578,1,,,1
335,113,1633369,,,,1
336,113,1635318,14,(archive footage),,1
337,113,1637619,14,,,1
338,113,1638384,14,,39,1
339,113,1680770,14,,,1
340,113,1748946,14,,,1
341,113,2034748,111,,,1
342,113,2093311,14,,,1
343,113,2133583,15,,,1
344,113,2133625,15,,5,1
345,113,2133626,14,,,1
346,113,2151497,15,,,1
347,113,2152918,14,,,1
348,113,2296442,112,(archive footage) (uncredited),,1
349,113,2320637,14,,,1
350,113,2322050,113,,,1
351,113,2322051,14,,,1
352,113,2341815,14,,,1
353,113,2341821,14,,,1
354,113,2341876,14,,,1
355,113,2342065,14,,,1
356,113,2342082,14,,,1
357,113,2342094,15,,,1
358,113,2342099,14,,,1
359,113,2342105,15,,,1
360,113,2342109,14,,,1
361,113,2342358,14,,26,1
362,113,2342700,15,,,1
363,113,2418777,114,,,1
364,113,2486995,,,,1
365,113,140774,14,(archive footage),,1
366,113,832963,,,,1
367,113,832964,,,,1
368,113,833045,,,,1
369,113,1090714,15,,1,1
370,113,1124788,115,,,1
371,113,1411369,14,,,1
372,113,1411424,14,,,1
373,113,1411513,14,,,1
374,113,1411564,14,,,1
375,113,1411579,14,,,1
376,113,1411690,14,,,1
377,113,1411825,14,,,1
378,113,1411881,14,,,1
379,113,1411972,14,,,1
380,113,1433824,115,,,1
381,113,1433854,115,,,1
382,113,1434341,115,,,1
383,113,1434376,14,,,1
384,113,1434415,115,,,1
385,113,1434466,115,,,1
386,113,1495876,115,,,1
387,113,1547179,116,(archive footage),,1
388,113,1547189,116,(archive footage),,1
389,113,1547190,14,"(segment ""It's Gonna Be Me"")",,1
390,113,1547271,116,(archive footage),,1
391,114,1983880,117,,,1
392,115,1639459,,,,1
393,116,2412725,,,,1
394,117,2015081,118,,,1
395,118,1790480,,,,1
396,119,2255212,119,,,1
397,120,2497483,,,,1
398,121,2197101,120,,,1
399,122,2131811,,,,1
400,123,1728141,121,,16,1
401,124,2092646,,,,1
402,125,1736900,,,,1
403,126,2433317,122,,,1
404,127,1728616,123,,,1
405,127,2080765,124,,,1
406,127,2252790,125,,,1
407,128,715071,126,,8,1
408,129,2228122,127,,,1
409,130,2419421,128,,,1
410,131,2095484,129,,7,1
411,132,1666658,130,,,1
412,132,2235457,131,,,1
413,132,2413557,132,,,1
414,133,2228122,133,,,1
415,134,2371068,,,,1
416,135,1708931,134,,,1
417,136,2419421,135,,,1
418,137,2350778,136,,,1
419,138,1758488,,,,1
420,139,2257011,,,,1
421,140,2419421,137,,,1
422,141,2503767,138,,,1
423,142,2251237,139,,,1
424,143,2449437,,,,1
425,144,2449437,140,,,1
426,145,2110618,141,,,1
427,146,1969569,1,,,1
428,146,1991389,142,,,1
429,147,1790851,1,,,1
430,148,2449437,143,,,1
431,149,2251237,144,,,1
432,150,2371797,145,,,1
433,151,2405514,146,,22,1
434,152,2449437,,,,1
435,153,1681471,,,,1
436,154,2426327,,,,1
437,155,1865075,,,,1
438,156,1358396,115,,,1
439,157,1640925,14,,,1
440,157,1780361,14,,,1
441,157,2175624,1,(voice),,1
442,157,248417,1,,,1
443,157,248568,14,,,1
444,157,1544620,14,,,1
445,158,2147574,,,,1
446,159,2214104,,,,1
447,160,129270,16,,7,1
448,160,766799,14,,,1
449,161,1659222,1,"(segment ""Scenario"")",,1
450,161,2499204,147,(as Todd-1),10,1
451,161,117010,,,,1
452,161,462055,,,,1
453,161,1544693,1,,,1
454,161,1609353,1,,,1
455,162,714497,14,,15,1
456,163,1947534,14,(as 1. Wiener Pawlatschen AG),7,1
457,164,1785548,1,,,1
458,164,1859667,1,,,1
459,164,1873429,1,,,1
460,164,623228,1,,,1
461,164,623236,1,,,1
462,164,623240,1,,,1
463,164,946238,1,,,1
464,164,946242,1,,,1
465,164,946243,1,,,1
466,164,946248,1,,,1
467,164,946249,1,,,1
468,164,946251,1,,,1
469,164,946252,1,,,1
470,164,946258,1,,,1
471,164,946260,1,,,1
472,164,946263,1,,,1
473,164,946266,1,,,1
474,164,946267,1,,,1
475,164,946274,1,,,1
476,164,946280,1,,,1
477,164,946282,1,,,1
478,164,946300,1,,,1
479,164,946306,1,,,1
480,164,946314,1,,,1
481,164,946420,1,,,1
482,164,946434,1,,,1
483,164,946435,1,,,1
484,164,946436,1,,,1
485,164,946439,,,,1
486,164,947028,1,,,1
487,164,947030,1,,,1
488,164,947035,1,,,1
489,164,1086631,1,,,1
490,164,1086632,1,,,1
491,164,1086633,1,,,1
492,164,1086634,1,,,1
493,164,1086635,1,,,1
494,164,1086636,1,,,1
495,164,1086637,1,,,1
496,164,1086639,1,,,1
497,164,1086640,1,,,1
498,165,2086617,1,,,1
499,165,3537,148,,,1
500,166,1112773,14,,10,1
501,166,1124496,115,,,1
502,166,1124792,115,,,1
503,166,1430189,14,,,1
504,166,1432749,14,,,1
505,166,1448891,14,,,1
506,166,1590140,15,,,1
507,167,129349,16,,7,1
508,168,1182311,2,,,1
509,169,1499834,14,,87,1
510,170,1630675,1,,,1
511,171,1789579,1,,5,1
512,172,2074045,149,,4,1
513,173,2232643,150,,,1
514,174,1703421,,,,1
515,175,1643417,14,,,1
516,175,2317745,14,(archive footage),,1
517,175,13211,14,,,1
518,175,157962,115,,,1
519,175,1090464,14,,,1
520,175,1090509,14,,,1
521,175,1488287,14,(archive footage),,1
522,175,1488896,14,,,1
523,175,1488933,151,,12,1
524,175,1488954,14,,16,1
525,175,1488967,14,(archive footage),10,1
526,175,1489005,14,(archive footage),3,1
527,175,1489007,14,(archive footage),4,1
528,175,1489021,14,(archive footage),4,1
529,175,1489023,14,(archive footage),8,1
530,176,316657,152,,29,1
531,177,1726593,153,,2,1
532,177,2407379,154,,,1
533,177,2422533,155,,1,1
534,177,2514631,63,,,1
535,177,2521247,156,,87,1
536,178,1635636,14,,1,1
537,179,2278672,1,,,1
538,180,1825375,14,,,1
539,180,1864161,,,,1
540,180,2025845,14,,9,1
541,181,1499834,14,,89,1
542,182,1667564,1,,,1
543,182,1984782,157,,89,1
544,182,2078342,158,(voice),1,1
545,182,2105481,159,(as Nick Jones),,1
546,183,2491143,1,,,1
547,184,352400,14,,,1
548,185,2501172,14,,11,1
549,186,1656885,160,(archive footage),35,1
550,186,1865342,14,,29,1
551,186,1124440,14,(uncredited),,1
552,186,1124982,115,,,1
553,186,1142676,161,(voice),,1
554,186,1142703,161,(voice) (archive footage),,1
555,186,1142705,14,,,1
556,186,1142786,14,(archive footage),,1
557,187,1452321,162,,48,1
558,187,1452322,163,,,1
559,187,1452323,163,,,1
560,187,1452325,162,,28,1
561,187,1452326,163,(archive footage),16,1
562,187,1452338,163,,,1
563,187,1452340,163,,,1
564,187,1452351,14,,,1
565,187,1452353,14,(uncredited),,1
566,187,1452355,163,,,1
567,187,1452356,163,,,1
568,188,1272760,164,,,1
569,189,128989,16,,7,1
570,190,129296,16,,8,1
571,191,1934298,165,(uncredited),,1
572,191,1973231,,,10,1
573,191,2497617,166,,23,1
574,191,12373,14,,1,1
575,191,314420,14,,,1
576,191,1620698,14,,,1
577,192,1798810,,(archive footage) (as Lord Lovat),,1
578,192,1460634,1,(as Lord Lovat),,1
579,192,1534100,1,,,1
580,193,745253,115,,,1
581,194,1754423,167,,11,1
582,195,2240482,168,,,1
583,196,1643341,169,,,1
584,197,1477280,14,,,1
585,198,1343393,14,,,1
586,199,1343361,170,,,1
587,200,2238737,171,,,1
588,201,761902,115,,,1
589,202,1721673,172,,,1
590,203,1935213,14,,,1
591,204,1935213,14,,,1
592,205,2092149,173,,58,1
593,206,786392,174,,,1
594,207,1648326,1,,,1
595,207,1681391,1,,,1
596,207,1708531,1,(voice),19,1
597,207,1727627,175,,2,1
598,207,1727628,176,,2,1
599,207,1741701,1,,,1
600,207,1742806,177,,2,1
601,207,1812845,1,(archive footage),7,1
602,207,1812940,178,,2,1
603,207,1853027,1,,,1
604,207,1939600,1,(archive footage),2,1
605,207,1985363,1,,2,1
606,207,1997420,1,,,1
607,207,2005484,1,(voice),,1
608,207,2005484,179,(voice),,1
609,207,2005485,1,(as Shaggy 2 Dope of Insane Clown Posse),,1
610,207,2005486,1,(voice),,1
611,207,2005486,179,(voice),,1
612,207,2222077,1,"(segments ""Homies"" - ""Tilt A Whirl"" - ""We don't die"" - ""Halls of Illusions"" - ""Chicken Huntin"" - ""Another love song"" - ""How many times?"" - ""Bowling balls"" - ""The people"" - ""Piggy pie"" - ""Hokus pokus"" - ""Let""s go all the way"" - ""Real underground baby"")/Full Clip (segments ""Duk da fuk down"" - ""Real underground baby"")/Guy Gorfey (segment ""Raw deal"")/Sugar Bear (segment ""Real underground baby"")",2,1
613,207,2246298,1,(archive footage),,1
614,207,2283575,1,,,1
615,207,2320807,1,,,1
616,207,2356333,1,,,1
617,207,2377873,1,,,1
618,207,2405067,1,,,1
619,207,2408201,1,(archive footage),,1
620,207,2473541,1,(archive footage),67,1
621,207,2473542,1,(as Shaggy 2 Dope of Insane Clown Posse),,1
622,207,2489931,1,,,1
623,207,2489941,1,,,1
624,207,2508124,1,(archive footage),,1
625,207,93657,1,,,1
626,207,112020,9,,,1
627,207,140774,1,,,1
628,207,500995,1,,,1
629,207,619405,1,(archive footage),,1
630,207,619681,,,,1
631,207,619683,1,,,1
632,207,620747,1,,,1
633,207,620748,1,,,1
634,207,620924,1,,,1
635,207,621338,1,,,1
636,207,621445,1,,,1
637,207,827476,1,(as Insane Clown Posse),,1
638,207,897612,1,(as Insane Clown Posse),,1
639,207,954346,1,,,1
640,207,1052678,1,,,1
641,207,1214256,1,(1998-1999),,1
642,207,1267877,1,,,1
643,207,1346286,1,,,1
644,207,1346307,1,,,1
645,207,1346331,1,,,1
646,207,1391853,180,,,1
647,207,1565929,1,,,1
648,207,1565933,1,,,1
649,207,1565992,1,,,1
650,207,1566106,1,(1998-1999),,1
651,207,1597385,1,(1998-1999),,1
652,207,1597797,1,,,1
653,207,1600167,1,(1998-1999),,1
654,207,1602538,1,(1997),,1
655,208,1638903,181,,,1
656,208,1648326,14,,,1
657,208,2133614,15,,,1
658,208,2222077,14,"(segment ""Real underground baby"")",,1
659,208,2232305,182,,1,1
660,208,79577,14,(archive footage),,1
661,208,523130,14,(archive footage),,1
662,208,629377,,(archive footage),,1
663,208,1082408,14,(archive footage),,1
664,209,2092149,173,,59,1
665,210,1715869,183,,,1
666,211,1704769,14,,,1
667,211,2509852,15,,,1
668,212,1739545,1,,,1
669,213,2007904,1,,,1
670,213,2184023,184,,,1
671,213,11514,,,36,1
672,213,100950,1,,20,1
673,214,1150014,185,,,1
674,215,1619039,14,,,1
675,216,2329301,,(as 2-ply),,1
676,216,2431615,,(as 2Ply),12,1
677,217,2150202,186,,15,1
678,218,2366229,187,,,1
679,219,1700918,14,,,1
680,220,1499854,14,,81,1
681,221,954289,1,(1999),,1
682,222,1823128,1,,,1
683,223,1721673,172,,,1
684,224,1777692,14,,,1
685,225,1721673,172,,,1
686,226,1198819,188,,,1
687,227,1909474,,,,1
688,228,2459938,189,(as CPM 22),47,1
689,228,298416,14,,,1
690,228,451675,14,(as CPM 22),,1
691,229,115989,14,,,1
692,229,766811,14,,,1
693,230,2316801,190,,,1
694,230,85737,14,,,1
695,230,719564,190,,,1
696,230,840033,14,,,1
697,230,1614662,14,,,1
698,231,2499750,1,,,1
699,232,2215768,191,,28,1
700,232,2215769,14,(uncredited),,1
701,232,2215770,14,(uncredited),,1
702,232,2296527,190,,98,1
703,232,2520607,192,,60,1
704,233,1642071,1,"(segment ""Wanksta"")",,1
705,233,1655268,1,(as Marquise Jackson),,1
706,234,619450,1,,,1
707,234,620143,1,,,1
708,235,2345369,15,,,1
709,236,2304128,193,,27,1
710,237,1896078,1,,,1
711,237,1907382,1,,,1
712,237,2518946,1,,,1
713,237,2518947,1,,,1
714,237,2518948,1,,,1
715,237,853003,1,,,1
716,237,1562044,1,,,1
717,238,154493,115,,6,1
718,238,1432970,115,,5,1
719,239,2284724,15,,,1
720,240,2518224,194,,,1
721,241,2504309,1,,,1
722,242,1756944,,,,1
723,242,2256678,1,(Mixwell),,1
724,242,2305379,195,,,1
725,242,2432127,,,,1
726,242,1321347,14,,,1
727,243,2434648,14,,,1
728,244,174663,,,,1
729,244,655229,196,,,1
730,245,1734029,197,,5,1
731,245,2050565,197,,,1
732,245,352351,14,,,1
733,245,580954,14,,,1
734,245,1319912,14,,,1
735,245,1509483,14,,,1
736,246,1015917,198,(2004-),,1
737,246,1015979,198,,,1
738,247,2375644,199,,,1
739,248,2275389,,(as Iman Benjamin Karim),24,1
740,248,1275356,200,,130,1
741,249,1831312,201,,,1
742,250,1638576,114,,,1
743,250,1640112,14,,1,1
744,250,1640113,14,,1,1
745,250,1997417,190,,,1
746,250,2151499,15,,,1
747,250,2162040,14,"(segment ""When I'm Gone"") (segment ""When I'm Gone"")",,1
748,250,2217346,14,,,1
749,250,2320641,14,,,1
750,250,2321991,190,,,1
751,250,2341889,14,,,1
752,250,2342191,14,,,1
753,250,2438638,15,,,1
754,250,129389,16,,6,1
755,250,331903,14,,,1
756,250,456590,,,,1
757,250,492906,115,,,1
758,250,677764,115,,,1
759,250,764279,115,,4,1
760,250,774779,1,,,1
761,250,1359609,115,,,1
762,250,1431436,115,,,1
763,250,1432437,115,,5,1
764,250,1433981,115,,,1
765,250,1571369,14,,,1
766,251,1679307,202,,21,1
767,251,1679307,203,,21,1
768,251,113538,14,(archive footage),,1
769,251,894697,14,(archive footage),5,1
770,251,894784,14,(archive footage),,1
771,251,1570281,14,(archive footage),9,1
772,252,1992644,204,,13,1
773,253,577147,205,,,1
774,254,2145423,14,,,1
775,255,1831390,14,,,1
776,256,220346,14,,,1
777,257,1841669,206,,,1
778,258,2434760,1,(archive footage),,1
779,258,770240,14,,,1
780,259,1683169,14,,3,1
781,259,1836284,14,(archive footage),,1
782,260,477355,14,,,1
783,260,702863,14,,,1
784,260,898067,14,(as Die 3 Z'widern),,1
785,260,898084,14,(as Die 3 Z'widern),,1
786,261,1551045,,,,1
787,262,1452215,207,,,1
788,263,352451,14,,,1
789,264,2156734,1,,,1
790,265,714560,14,,3,1
791,266,1638716,,,,1
792,266,1676204,15,,,1
793,266,1907751,15,,,1
794,266,2133455,14,,,1
795,266,2133488,208,,2,1
796,266,2133638,14,,,1
797,266,2215766,209,,8,1
798,266,172639,14,,,1
799,266,613978,14,,,1
800,266,758139,14,,,1
801,266,758228,115,,5,1
802,266,761972,14,,,1
803,266,766092,14,,,1
804,266,893051,210,,,1
805,266,894694,14,(also archive footage),,1
806,266,894778,14,(also archive footage),,1
807,266,1143131,15,,,1
808,266,1211605,14,,,1
809,266,1282176,14,,,1
810,266,1358529,115,,,1
811,266,1430397,115,,4,1
812,266,1431021,14,,,1
813,266,1432555,115,(as Thirty Seconds to Mars),5,1
814,266,1434712,115,,,1
815,266,1547202,116,(archive footage),,1
816,266,1547216,116,,,1
817,267,2379819,14,,5,1
818,268,2452032,1,,,1
819,269,2033052,,,5,1
820,269,2078204,14,,,1
821,270,1421868,14,,,1
822,271,1737791,211,,28,1
823,272,1015752,207,,9,1
824,273,1102569,1,,,1
825,274,1936353,212,,28,1
826,275,2133633,15,,,1
827,275,2133635,191,(archive footage),,1
828,275,2133694,114,,,1
829,275,2425391,15,,,1
830,275,678888,115,,2,1
831,275,1432338,115,,5,1
832,276,2525259,163,,,1
833,277,1534094,1,,,1
834,278,2507109,1,,,1
835,279,1956526,14,,47,1
836,279,1402064,,(voice),,1
837,280,1182483,115,,,1
838,281,1697613,14,,,1
839,282,352390,14,,,1
840,283,2366245,213,,13,1
841,284,546476,14,(as 4 Holterbuam & Die Mayrhofner),,1
842,285,2048534,,,24,1
843,286,2378957,211,,17,1
844,287,1452136,162,,,1
845,288,457202,15,,,1
846,288,1604068,15,,,1
847,288,1604072,15,,,1
848,288,1604073,15,,,1
849,288,1604074,15,,,1
850,288,1604075,15,,,1
851,289,1485949,14,,,1
852,290,263000,14,,,1
853,290,737367,14,,,1
854,291,1398437,1,,,1
855,291,1398438,1,,,1
856,291,1398439,1,,,1
857,291,1398450,1,,,1
858,291,1398454,1,,,1
859,291,1398455,1,,,1
860,292,2148738,214,,71,1
861,293,1798983,215,,15,1
862,293,335535,1,,,1
863,294,714521,14,,5,1
864,294,856175,14,,,1
865,295,1838190,1,,,1
866,295,1840315,1,,,1
867,295,1918782,1,,,1
868,295,2056416,1,,,1
869,295,2453983,1,(archive footage),,1
870,295,2502626,216,,6,1
871,295,827419,1,,,1
872,296,2348096,1,,,1
873,297,92350,217,,43,1
874,298,2019197,218,,13,1
875,299,1954994,14,,,1
876,300,1681400,1,,,1
877,300,1740680,219,,,1
878,300,2122153,220,,30,1
879,300,2163020,1,,,1
880,300,2176710,,,,1
881,300,2242729,1,,8,1
882,300,2340370,1,,,1
883,300,2411056,221,,,1
884,300,2431001,222,,10,1
885,300,2499142,17,,,1
886,300,139800,1,,,1
887,301,1749400,14,,,1
888,302,765037,115,,4,1
889,302,765172,115,,,1
890,303,871708,14,,,1
891,303,1168378,14,,,1
892,303,1235157,14,,,1
893,303,1478841,14,,,1
894,303,1490218,14,,,1
895,304,2434270,,,,1
896,305,1741977,14,,,1
897,305,2238254,14,,,1
898,306,291387,14,(as 48th Highlanders Pipe Band),8,1
899,306,1477434,,,,1
900,307,2016913,,,16,1
901,308,877118,223,,,1
902,309,786380,14,,,1
903,309,1603953,14,,,1
904,310,1845324,224,,,1
905,311,2078204,225,,,1
906,312,1452311,207,,20,1
907,312,1452317,162,,,1
908,312,1452319,162,,,1
909,312,1452327,162,,,1
910,312,1452329,162,,,1
911,313,2325024,14,,,1
912,314,1417080,14,,,1
913,314,1452693,14,,,1
914,315,1950703,14,,7,1
915,316,97457,,,7,1
916,317,1536716,226,,,1
917,318,475193,14,(as 5angels),1,1
918,318,475194,14,(as 5angels),,1
919,318,642329,14,,,1
920,318,1238910,14,,,1
921,318,1604109,14,,,1
922,319,2265739,227,,,1
923,320,2158769,,,11,1
924,321,1929446,228,,,1
925,322,2342485,14,,,1
926,322,1431418,115,,,1
927,322,1434760,14,,,1
928,322,1441345,14,,,1
929,322,1480847,15,,,1
930,323,2191066,,,,1
931,324,824119,14,,,1
932,325,714489,14,,8,1
933,326,2301243,163,,,1
