805,rock-singer,R2526
5878,hay-bale,H14
5721,working-mom,W6252
8980,burying-a-corpse-in-a-cellar,B6526
6380,male-prostitute,M4162
5114,homicide-investigation,H5235
7854,bar-keeper,B6216
7709,canyon,C5
2962,george-washington,G6252
997,con-artist,C5632
569,paris-france,P6216
679,pregnancy,P6252
1389,blonde,B453
4586,girls'-boarding-school,G6421
9568,oversized-book,O1623
6646,lighthouse,L232
8593,game-of-chance,G5125
6158,trapdoor,T6136
6381,pornographic-film,P6526
3694,hearing-voices,H6521
9700,saw-woman-in-half,S541
9524,startled,S3634
1526,cricket-the-game,C6232
3294,borough-name-in-title,B6253
8470,branding-iron,B6535
2539,jackass,J2
5455,japanese-army,J1526
778,life,L1
8712,electrocution,E4236
7609,spit,S13
12,café,C1
9824,prostitute-wife,P6231
6225,filmmaker,F4526
8095,boardroom,B6365
4907,chile,C4
3939,child,C43
4795,chili,C4
8538,flying-boat,F4521
6358,spin,S15
7501,wildcat,W4323
4892,commerce,C562
7002,taken-for-granted,T2516
5286,female-police-officer,F5414
9454,chemical-structure,C5242
1931,empty-canteen,E5132
4046,unwanted-gift,U5321
4187,flooding,F4352
2754,narcissism,N625
393,based-on-comic,B2352
7448,canoeing,C52
9456,expert-witness,E2163
3073,reference-to-napoleon,R1652
5870,chased-by-a-dog,C2313
9686,fig-leaf,F241
1063,madonna,M35
4776,doorman,D65
8169,damaged-bicycle,D5231
8042,trustee,T623
8397,fjernsynsteater,F2652
841,memorial,M564
4671,toaster,T236
6200,aussie-rules,A2642
7772,rebellion,R145
5635,after-school-special,A1362
2933,pay-raise,P62
425,rallye,R4
3759,year-1976,Y6
4526,year-1974,Y6
5331,demotion,D535
4504,year-1972,Y6
8445,year-1973,Y6
3807,year-1970,Y6
2737,year-1971,Y6
8188,half-sister,H4123
1182,bureaucrat,B6263
6123,middle-ages,M342
9626,will-to-live,W4341
2572,comedy-team,C535
7027,battered-wife,B3631
5143,brain-damage,B6535
7020,restaurant-owner,R2365
3118,chicken-pox,C2512
9877,pile-of-money,P415
6579,engagement-party,E5253
4804,subpoena,S15
1861,silenced-shotgun,S4523
922,arrow-in-eye,A65
4174,throttling,T6345
5553,class-distinction,C4232
9857,scam,S25
37,disguise,D2
5197,reference-to-king-kong,R1652
7705,walking-under-a-ladder,W4252
7949,lasso,L2
160,storage-unit,S3625
265,speeding-ticket,S1352
7974,ham,H5
5409,insubordination,I5216
5877,hay,H
5077,autistic-teenager,A3232
613,prison,P625
4921,shoemaker,S526
287,hat,H3
9598,car-license-plate,C6425
6067,last-of-one's-kind,L2315
9681,husband-and-wife-working-together,H2153
6462,playing-with-own-breasts,P4523
2650,survival,S614
6083,time-machine,T525
3208,gameboy,G51
4863,holiday-home,H435
3369,birth,B63
2311,somnophilia,S514
9589,strait-jacket,S3632
2168,head-in-toilet,H3534
6244,desire,D26
4642,crime-scene,C6525
8107,seaside,S23
4488,sleeping-in-the-forest,S4152
5886,animated-episode,A5312
5630,weather-observation,W3612
7871,prologue,P642
5737,girl-on-boys-team,G6451
2602,battlefield,B3414
3415,attorney,A365
1880,heart-attack,H632
584,fishing-village,F2521
7489,crown,C65
6112,captive,C131
3048,unwanted-pregnancy,U5316
5759,harassment,H6253
6633,christmas-decoration,C6235
9082,age-discrimination,A2326
3054,sleep-over,S416
7674,comeuppance,C5152
1728,double-agent,D1425
8256,air-attack,A632
7641,fox,F2
4208,fog,F2
9121,exposition,E2123
5129,treadmill,T6354
9179,blacking-out,B4252
9744,canandaigua-new-york,C5325
5430,bath-salt,B3243
8831,joking-about-program's-sponsor,J2521
3334,panic-attack,P5232
312,nuclear-war,N246
7112,movie-news,M152
4067,cross-protects-against-evil,C6216
2800,crossing-the-border,C6252
2645,movie-criticism,M1263
7487,bowing,B52
5756,swim-team,S535
7321,despair,D216
7200,los-angeles-international-airport,L2524
3964,butcher's-shower,B3262
6407,honeymoon,H5
4099,son,S5
575,walled-city,W4323
5734,hospice,H212
3545,gardening,G6352
8440,military-offensive,M4361
1222,clothes-line,C4324
8455,sword-and-fantasy,S6353
7349,support,S163
8140,reference-to-jack-the-ripper,R1652
1154,sex-tape,S231
3388,triplets,T6143
4024,slide-show,S432
7789,gender-disguise,G5363
1605,year-2012,Y6
9752,year-1910,Y6
3178,junk-food,J5213
7166,christmas-episode,C6235
7588,pretending-to-be-dead,P6353
1138,teenage-boy,T521
9973,water-tower,W3636
8307,incinerator,I5256
7936,masked-ball,M2314
7861,duel,D4
7846,genealogy,G542
8255,tall-girl,T4264
3065,break-up,B621
6529,black-hawk,B42
4840,narration-from-the-grave,N6351
3207,duet,D3
5122,police-superintendent,P4216
4402,baby-powder,B136
7253,dune-buggy,D512
3571,juvenile,J154
1082,teenage-girl,T5264
642,wehland,W453
2386,tournament,T653
3021,bathrobe,B361
3605,textbook,T2312
4470,land-grant,L5326
924,decapitation,D2135
9165,death-row,D36
838,television-history,T4125
4625,black-market,B4256
8049,liver-disease,L1632
4036,dead-brother,D3163
2964,crutches,C632
8451,genie,G5
9558,pawn-ticket,P5323
5003,dry-cleaners,D6245
479,actor,A236
2679,sexual-sadism,S2423
4104,tied-to-a-chair,T326
1356,detroit-tigers,D3632
1572,transgender,T6525
9416,caller-hangs-up-when-phone-is-answered,C4652
5511,greenhouse-effect,G6521
5735,basketball-team,B2314
440,live-comedy,L1253
1915,double-cross,D1426
4085,looking-at-one's-self-in-a-mirror,L2523
9473,manhunt,M53
3460,murder-mystery,M6365
6786,king-kong,K5252
5617,persecution,P6235
9241,cleaver,C416
7005,year-1899,Y6
4946,shakespeare's-othello,S2162
947,mad-scientist,M3253
1001,jewelry,J46
6439,county-fair,C5316
1876,shootout,S3
8870,playing-chess,P452
5800,death-of-sister,D3123
3470,bluebells,B4142
1169,crotch-shot,C6323
4829,marital-discord,M6343
4920,peacock,P2
2064,shot-in-the-stomach,S3532
7426,chain,C5
3822,necromancy,N2652
7146,swinging-london,S5252
5642,child-entrepreneur,C4353
7273,petty-criminal,P3265
5176,crocodile,C6234
4191,kiss-on-the-cheek,K2532
3242,reference-to-jackie-kennedy,R1652
5993,dog-shot-by-gun,D2312
7550,chair,C6
5545,ballet,B43
6996,reference-to-red-skelton,R1652
8728,precognition,P6253
2340,dea-agent,D253
2997,reference-to-martin-luther-king,R1652
2897,black-eye,B42
7322,dragonfly,D6251
5532,allentown-pennsylvania,A4535
4464,husband-wife-estrangement,H2153
69,cheap,C1
4357,praying-hands,P6525
1624,internet-chat,I5365
2998,sojourner-truth,S2656
2120,minute,M53
636,bauerfeind,B6153
4621,judaism,J325
6699,seasoning-factory,S2521
4451,estranged-husband,E2365
3934,tricycle,T624
4855,british-secret-intelligence-service,B6326
4053,belief-in-the-devil,B4153
1500,subway,S1
427,live-action,L1235
1923,team,T5
8276,atomic-bomb,A3521
8745,police-lieutenant,P4243
8925,bulldozer,B4326
7015,meadow,M3
2405,attic,A32
7908,fingernail,F5265
1610,prediction,P6323
8679,patient,P353
3406,lingerie-slip,L5262
6024,cartoon-elephant,C6354
8162,woman-driver,W5361
5529,falling-in-love,F4525
3886,framed-photograph,F6531
1365,saint-louis,S5342
7380,archery-lesson,A6264
2442,extraterrestrial,E2363
5972,record-player,R2631
8402,local-news,L2452
938,toxic-waste,T23
714,falling,F452
5171,aerobics-class,A6124
3622,badge,B32
6502,jury,J6
5300,falling-from-height,F4521
3081,funeral,F564
9429,store-santa-claus,S3625
6888,friend's-wedding,F6532
7211,repairing-a-tv-set,R1652
6970,reference-to-longfellow,R1652
8078,hydrochloric-acid,H3624
8878,lying-to-wife,L5231
5465,galileo,G4
2085,serial-killer,S6424
8926,convict,C5123
452,model-airplane,M3461
2479,relationship-problems,R4352
8978,applying-lipstick,A1452
245,love,L1
4115,disembodied-voice,D2513
2026,murder-trial,M6363
4242,back-wound,B253
6863,fire-truck,F6362
8245,australian-history,A2364
8436,1967-war,W6
4570,queen-victoria,Q5123
1075,single-parent,S5241
9902,told-to-get-out-of-town,T4323
9430,twinkle-in-the-eye,T5245
7352,tripping,T6152
3339,gay-kiss,G2
993,non-sequitur,N5236
4802,prosecutor,P6236
2764,female-archaeologist,F5462
6163,underground-river-system,U5362
8127,door-to-door-salesman,D6362
3642,clitoris,C4362
5029,stolen-credit-card,S3452
6267,death-of-son,D3125
9499,doppelganger,D1425
8988,suspected-of-killing-one's-wife,S2123
2633,investigative-reporter,I5123
5351,health-inspector,H4352
2710,police-informant,P4251
159,steamer-trunk,S3563
8853,idle-rich,I3462
2457,mascot,M23
6639,radio-city,R323
8681,car-damage,C6352
7614,androgyny,A5362
7780,lumberjack,L5162
2176,abortion,A1635
2623,reportage,R1632
5563,military-draft,M4363
2747,bombmaker,B5152
182,home-owners-association,H5623
5369,george-cross,G6262
2142,dating-show,D352
9674,television-repair,T4125
9022,tijuana-mexico,T252
2393,nascar,N26
3188,stole,S34
3590,crossword-puzzle,C6263
3045,casual-sex,C242
2038,cowardly-sheriff,C6342
9480,tolling-bell,T4521
3643,dyke,D2
1030,queens-new-york-city,Q5256
2264,gay-bait,G13
606,elephant,E4153
2412,plot-twist,P4323
4139,call-for-help,C4164
2653,criminal-investigation,C6545
2953,laundry,L536
4453,explorer,E2146
7896,celebrity-has-been,C4163
5432,drowning-in-a-bathtub,D6525
2551,native-american,N3156
4764,long-lost-daughter,L5242
1860,security-guard,S2632
2984,date,D3
2613,wikileaks,W242
4468,killing-an-animal,K4525
3459,childhood-friend,C4316
6771,mock-interview,M2536
9878,pulley,P4
6914,stress,S362
7058,surfing,S6152
1574,wheelchair,W426
1129,truck,T62
4541,face-scratch,F2632
4899,absurd-humor,A1263
3206,tutoring,T3652
6923,manga,M52
604,cable-car,C1426
999,hidden-fortune,H3516
2791,beaten-to-death,B353
1641,epilepsy,E1412
9498,passenger-ship,P2526
9263,penlight,P5423
8193,claim-in-title,C4534
9055,beheading,B352
1785,dead-flight-attendant,D3142
9365,thumb,T51
8690,exploding-building,E2143
7073,screen-writing,S2656
9712,year-1954,Y6
705,attraction,A3623
3152,suspicion,S2125
3123,suspension,S2152
4655,gold-leaf,G4341
2760,swastika,S232
2231,stand-up-comedian,S3531
6320,apron,A165
3249,civilian,C145
3394,alternative-comedy,A4365
1256,insomnia,I525
6089,amulet,A543
9786,records,R2632
2046,hanged-man,H5235
9562,diamond-necklace,D5352
7155,regression-therapy,R2625
1174,ketchup,K321
4359,reading-book,R3521
8053,spiritualism,S1634
6715,cartoon-character,C6352
1649,drama-filmmaking,D6514
3083,cardiac-arrest,C6326
1284,look-alike,L242
271,beer-bottle,B6134
2740,false-passport,F4212
3513,fisherman,F265
1784,security-guard-killed,S2632
2900,bowling,B452
4363,spiritualist,S1634
9863,amnesty,A523
2859,school-bus,S2412
7612,whitewashing,W3252
7886,square,S26
5195,reference-to-acker-bilk,R1652
9855,receipt,R213
6918,scripted-reality,S2613
5052,missing-girl,M2526
7883,minority,M563
7987,denouement,D53
695,workaholic,W6242
6573,sick-children,S2436
4054,blanket-moves-by-itself,B4523
9025,insurance-investigator,I5265
7149,swordsman,S6325
1060,investigation,I5123
1700,trauma,T65
8464,superhuman-speed,S1652
383,internet,I5365
9140,bird-imitation,B6353
1619,classic-rock-music,C4262
4010,demonology,D542
9260,coroners-inquest,C6562
4531,hairdresser,H6362
8110,broken-engagement,B6252
6907,making-a-cake,M252
3211,1st-century-b.c.,S3253
1262,spooning,S152
4961,mime,M5
1404,money-problems,M5161
8243,caucasus-mountains,C2535
911,online-series,O5452
3377,foreign-adoption,F6253
928,throat-slitting,T6324
16,dirty-joke,D632
3414,telenovela,T4514
5769,punk,P52
611,ostrich,O2362
8189,slashed-wrist,S4236
9523,locksmith,L253
5997,junkyard-dog,J5263
7431,neglect,N2423
9402,eye-patch,E132
4458,gunshot,G523
5324,intuition,I535
8854,long-hair,L526
6644,fund-raiser,F5362
1543,hit-record,H3626
981,spanish,S152
4925,city,C3
6253,wrath,W63
9399,money-tree,M536
1489,bite,B3
4663,displaced-person,D2142
6931,hit-by-a-train,H3136
1550,vladimir-lenin,V4356
2498,cinema-verite,C5163
90,funny-nazi,F52
5002,drugstore,D6236
260,tall-man,T45
7953,transatlantic-voyage,T6523
8101,shakespearean-play,S2165
2473,school-career-day,S2426
4109,breaking-up-with-girlfriend,B6252
5581,shawl,S4
9612,military-police,M4361
1358,san-diego-california,S5324
8250,gigantic-breasts,G2532
2345,drug-cartel,D6263
4617,inventor,I5153
2566,university-professor,U5162
6791,cherry-pie,C61
1643,clairvoyance,C4615
1818,biohazard,B263
5789,savant,S153
1608,future,F36
988,fantasy-world,F5326
5970,janitor,J536
641,russia,R2
2465,fat-cop,F321
3773,push-down-stairs,P2352
3993,illness,I452
1764,terrorism-prevention,T6251
5112,greyhound,G653
687,argument,A6253
5456,japanese-invasion,J1525
4609,older-man-younger-woman-relationship,O4365
7210,picketing,P2352
7638,sas,S2
1293,year-in-title,Y6534
6150,saw,S
4473,male-ghost,M423
2695,alias,A42
6281,hit-with-a-skateboard,H3231
1511,comedy-central,C5325
4854,zoo,Z
1508,note,N3
2113,dallas-texas,D4232
7395,butterfly,B3614
2233,television-writer,T4125
6701,movie-fan,M15
1967,indian-wife,I5351
4593,loss-of-father,L2136
1982,telegraph-office,T4261
3598,knee,K5
3011,meeting-parent,M3521
5314,pager,P26
6946,landscape-painter,L5321
7680,foot-closeup,F3242
2005,sonora-mexico,S5652
1992,ruby-arizona,R1625
1964,ex-convict,E2512
9761,sale,S4
4673,attempted-murder,A3513
3811,axe,A2
4074,flying-book,F4521
4559,salt,S43
2446,landlady,L5343
5704,child-custody,C4323
5175,cobra,C16
1791,murder-of-a-policewoman,M6361
1061,murder-weapon,M6361
9472,hiding-place,H3521
2299,reference-to-nintendo,R1652
4243,bloody-arm,B4365
4345,traumatic-experience,T6532
7504,blackfoot-indian,B4213
2685,run-over-by-a-car,R5161
7307,northwest-passage,N6323
3815,cloak,C42
8046,fox-terrier,F236
3779,tears,T62
1375,hockey,H2
6079,robe,R1
3444,child-murder,C4356
227,dispute,D213
3337,lesbian-kiss,L2152
333,psychiatrist,P2362
3307,assumed-identity,A2535
6360,friends-who-hate-each-other,F6532
7633,hand-to-hand-combat,H5353
1868,aerial-surveillance,A6426
3646,female-ejaculation,F5424
7290,olympic-medalist,O4512
1980,jail-break,J4162
483,singer-songwriter,S5262
8931,road-construction,R3252
7059,35mm-adapter,M5313
4972,blunt-instrument,B4535
5383,planting-evidence,P4535
6735,red-carpet,R3261
5215,pimp,P51
432,artist,A6323
6442,pregnant-woman,P6253
5727,drunk-driver,D6523
1556,priest,P623
4510,landlord,L5346
291,homeopathy,H513
647,vision,V25
6326,wet-t-shirt,W3263
7617,keyboard,K163
4629,gangster,G5236
1699,surgery,S626
2716,body-dump,B351
8212,religious-icon,R425
3767,garden-hose,G6352
5473,planet,P453
9693,shot-point-blank,S3153
5544,disability-rights,D2143
4183,american-girl,A5625
2392,auto-racing,A3625
9422,resigned-to-dying,R2535
822,science-history,S2523
3121,jumper,J516
4132,apparition,A1635
5065,supermarket,S1656
3695,moving-in,M1525
5154,steroid,S363
6049,baseball-cap,B2142
6227,moviemaking,M1525
6947,life-jacket,L123
8017,incriminating-photograph,I5265
4077,hair-stands-on-end,H6235
6775,harmonica,H652
2521,millionaire,M456
4898,serbian-immigrant,S6152
4818,monkey-wrench,M5265
9249,fantasy-sequence,F5325
9457,safety-catch,S1323
2246,workplace,W6214
6617,indian-culture,I5352
5014,mutilated-corpse,M3432
8602,riddle,R34
8099,prince-of-wales,P6521
